'NazevZarizeni','Obec'
'H-OPTOZ, s.r.o.','Velké Meziříčí'
'Kožní ambulance MUDr. Schreiberová s.r.o.','Velké Meziříčí'
'MUDr. Samuel Židek','Velké Meziříčí'
'MUDr. Jan Doležel, Ph.D.','Velké Meziříčí'
'MUDr. Zuzana Jelínková, Ph.D.','Velké Meziříčí'
'MUDr. Jiří Kočárek, Ph.D.','Velké Meziříčí'
'MUDr. Martin Hála, Ph.D.','Velké Meziříčí'
'Medisandor s.r.o.','Velké Němčice'
'Ortopedie Kovanda s.r.o.','Velké Opatovice'
'MUDr. Kamil Mazal','Velké Opatovice'
'MUDr. Jaroslav Novosad','Velké Opatovice'
'Paprsek, příspěvková organizace','Velké Opatovice'
'GESPROMED s.r.o.','Velké Opatovice'
'HALIDENT s.r.o.','Velké Pavlovice'
'MUDr. Petr Kos s.r.o.','Velké Pavlovice'
'MUDr. Jarmila Hučíková','Velké Pavlovice'
'MUDr. MICHAL HAVLÍČEK','Velké Popovice'
'MUDr. Ivana Vejmolová s.r.o.','Velké Poříčí'
'Lékárna Hronov s.r.o.','Velké Poříčí'
'MUDr. Halina Čermáková','Velké Přílepy'
'Přílepská ordinace spol. s r.o.','Velké Přílepy'
'DIABET HELP s.r.o.','Velké Přílepy'
'Mgr. MAGDA GÁBIKOVÁ','Velké Přílepy'
'Lucie Pelcová','Velký Osek'
'MUDr. Bohumila Langerová s.r.o.','Velký Týnec'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Velký Týnec'
'MUDr. Tománek František','Velký Týnec'
'MUDr. HANA ZAORALOVÁ','Velký Týnec'
'Mgr. HELENA VOLNÁ','Velký Týnec'
'FOKUS optik a.s.','Velký Týnec'
'Stomatologická ordinace Krejčí s.r.o.','Velký Újezd'
'Domov bez hranic Rumburk, příspěvková organizace','Velký Šenov'
'Gynekologie Velký Šenov s.r.o.','Velký Šenov'
'MUDr. Marie Hájková s.r.o.','Veltrusy'
'Sanovia, a.s., Lékárna Velvary','Velvary'
'Domov Velvary, poskytovatel sociálních služeb','Velvary'
'MEDIMAR s.r.o.','Velvary'
'Dr. Lipus, s.r.o.','Vendryně'
'Lékárna Herba, s.r.o.','Vendryně'
'OPTIKA HART s.r.o.','Veselí nad Lužnicí'
'Stomatologie Veselí s.r.o.','Veselí nad Lužnicí'
'MDDr. HANA HARANTOVÁ','Veselí nad Lužnicí'
'Štěpánka Večeřová, DiS.','Veselí nad Lužnicí'
'MUDr. Renata Trnková s.r.o.','Veselí nad Lužnicí'
'REHAB-CENTRUM TÁBOR s.r.o.','Veselí nad Lužnicí'
'MORAVSKÉ LÉKÁRNY, s.r.o.','Veselí nad Moravou'
'MEDVO s.r.o.','Veselí nad Moravou'
'MESAMI s.r.o.','Veselí nad Moravou'
'Dentální klinika v parku s.r.o.','Veselí nad Moravou'
'Pavel Hrežík','Veselí nad Moravou'
'MUDr. Jitka Macková s.r.o.','Veselí nad Moravou'
'MUDr. Oto Urban','Veselí nad Moravou'
'Interna Doupovec s.r.o.','Veselí nad Moravou'
'FIJO - Dent s.r.o.','Veselí nad Moravou'
'Mediclinic a.s.','Veselí nad Moravou'
'KARDIO Doupovec s.r.o.','Veselí nad Moravou'
'TERDI s.r.o.','Veselí nad Moravou'
'3P Property s.r.o.','Veselí nad Moravou'
'MEDIKA SW spol. s r.o.','Veselí nad Moravou'
'Roman Sokol stomatologie s.r.o.','Veselí nad Moravou'
'MUDr. Renata Dudová s.r.o.','Veselí nad Moravou'
'MUDr. Věra Benedíková s.r.o.','Veselí nad Moravou'
'MUDr. Petr Čechovič s.r.o.','Veselí nad Moravou'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vestec'
'MUDr. Jarmila Beranová','Vestec'
'MDDr. Jiří Gottvald','Veverská Bítýška'
'Lékárna Bítýška s.r.o.','Veverská Bítýška'
'MUDr. Vladimíra Štětková s.r.o.','Veverská Bítýška'
'MDDr. Libor Suchomel','Veverská Bítýška'
'PIONÝRů spol. s r.o., OOVL lékárna Javorník','Veřovice'
'FIL MED AD s.r.o.','Veřovice'
'Domov seniorů Vidim, poskytovatel sociálních služeb','Vidim'
'Krajská majetková, p.o., středisko Lužická nemocnice Rumburk, ambulance PL pro děti a dorost','Vilémov'
'REHAMEDIC s.r.o.','Vimperk'
'DUOMAD s.r.o.','Vimperk'
'PHARMACA s.r.o., LÉKÁRNA POLIKLINIKA','Vimperk'
'MUDr. Zuzana ČERNÁ','Vimperk'
'MUDr. Ivanka Bezděková','Vimperk'
'Hojdarovi, s.r.o.','Vimperk'
'BENU Česká republika s.r.o., BENU lékárna','Vimperk'
'BH - Nemocnice Vimperk a.s., domácí péče','Vimperk'
'TESIA Solution s.r.o.','Vimperk'
'FASTA s.r.o.','Vimperk'
'MUDr. Marcela Habartová s.r.o.','Vimperk'
'PhDr. Jana Tláskalová','Vimperk'
'PhDr. Jana Tláskalová','Vimperk'
'MUDr. ALENA KUKAČKOVÁ','Vimperk'
'BonumFinem s.r.o.','Vimperk'
'Jehla s.r.o.','Vinařice'
'MDDr. Petra Tomášková','Vintířov'
'NEMOS AMBULANCE s.r.o.','Vintířov'
'Vendula Šmídová, DiS','Vitějovice'
'MUDr. Petra Dočkalová s.r.o.','Vizovice'
'Sanitky Valla s.r.o.','Vizovice'
'Flow Pharmacy s.r.o., Lékárna','Vizovice'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Vizovice'
'SESTŘIČKA.CZ - DOMÁCÍ PÉČE ZLÍN s.r.o.','Vizovice'
'IFCOR - KLINICKÉ LABORATOŘE, s.r.o., odběrová místnost','Vizovice'
'Gynamb VizoLuha, s.r.o.','Vizovice'
'Vaše laboratoře s.r.o., odběrová místnost','Vizovice'
'KUBICEK DENTAL spol. s r.o.','Vizovice'
'ArČeVi ordinace s.r.o.','Višňová'
'naše lékárna, s.r.o., OOVL Višňové','Višňové'
'MUDr. Markéta Dušková','Vlachovo Březí'
'PhDr. Jana Tláskalová','Vlachovo Březí'
'Lékárna u sv. Ducha Vlachovo Březí s.r.o.','Vlachovo Březí'
'PLICNÍ - MUDr. Milena Zajíčková s.r.o.','Vlašim'
'Lukáš Seidl','Vlašim'
'RTG Vlašim s.r.o.','Vlašim'
'Gyn 4 You s.r.o.','Vlašim'
'Spine Cord Vlašim s.r.o.','Vlašim'
'Gynevita s.r.o.','Vlašim'
'ALMA Benešov, s.r.o., Lékárna ALMA ve Vlašimi','Vlašim'
'MUDr. HELENA HRMOVÁ DIABETOLOGIE / INTERNA s.r.o.','Vlašim'
'Urolambul CL s.r.o.','Vlašim'
'MUDr. Daniel Konečný','Vlašim'
'LCC domácí péče, s.r.o.','Vlašim'
'Domov ve Vlašimi, poskytovatel sociálních služeb','Vlašim'
'MUDr. Jaroslav Škramlík','Vlašim'
'MUDr. Petra Šimonová s.r.o.','Vlašim'
'Kristina Kvášová','Vlašim'
'Urologická ambulance Vlašim s.r.o.','Vlašim'
'Fyzioterapie Vlašim s. r. o.','Vlašim'
'MUDr. Věra Kyliánková, s.r.o.','Vlašim'
'MUDr. Petr Halaška','Vlašim'
'JANA ZELENKOVÁ DiS.','Vlašim'
'Dentaly s.r.o.','Vlašim'
'MUDr. ZUZANA PÁVKOVÁ','Vlašim'
'MUDr. Pavel Všetula s.r.o.','Vlkoš'
'PL Vracov s.r.o.','Vlkoš'
'MUDr. Jiří Kučera s.r.o.','Vlčnov'
'Charita Veselí nad Moravou, Lékárna sv. Lukáše - OOVL','Vnorovy'
'DERMACENTRUM Schmittová s.r.o.','Vodňany'
'MUDr. Stiebler s.r.o.','Vodňany'
'FYZIOTERAPIE Vodňany s.r.o.','Vodňany'
'MDDr. Eliška Ladmanová','Vodňany'
'Nemocnice Strakonice, a.s., odborné ambulance','Vodňany'
'Aqua Dentes s.r.o.','Vodňany'
'FYZIOTERAPIE Vodňany s.r.o.','Vodňany'
'Alzheimercentrum Prácheň, z.ú.','Vodňany'
'Centrum sociální pomoci Vodňany','Vodňany'
'Stomatologické centrum Pelíškovi s.r.o.','Vodňany'
'Rentgen Písek s.r.o.','Vodňany'
'MUDr. Stiebler s.r.o.','Vodňany'
'Vodňanský praktik s.r.o.','Vodňany'
'Mgr. Pavel Homolka','Vodňany'
'Medivod s.r.o.','Vodňany'
'AeskuLab k.s., odběrová místnost','Vodňany'
'TOMPRAKTIK s.r.o.','Vojkovice'
'Med.Doc.Praktik s.r.o.','Vojnův Městec'
'REHAMEDIC s.r.o.','Volary'
'Pulsgyn s.r.o.','Volyně'
'Bc. Jitka Hronková','Volyně'
'Ondřej Karas s.r.o.','Volyně'
'Risus s.r.o.','Volyně'
'Česká moře s.r.o.','Vonoklasy'
'Zubní praxe Votice s.r.o.','Votice'
'MUDr. Zdeněk Špale, chirurgie s.r.o.','Votice'
'Nemocnice Rudolfa a Stefanie Benešov, a.s., nemocnice Středočeského kraje, odběrová místnost','Votice'
'OKOVO s.r.o.','Votice'
'MUDr. HANA ZEMANOVÁ','Votice'
'Ortopedie Pituch s.r.o.','Votice'
'MUDr. Pavel Všetula s.r.o.','Vracov'
'Soňa Chovancová DiS.','Vracov'
'CLEVMED, spol. s r.o.','Vracov'
'1.lékárenská Kyjov, s.r.o., Lékárna Vracov','Vracov'
'PL Vracov s.r.o.','Vracov'
'MUDr. PAVEL ADÁMEK','Vrané nad Vltavou'
'MUDr. Pavel Brtinský','Vraný'
'Léčebná rehabilitace Vratimov, s. r. o.','Vratimov'
'Vratimovská zdravotní s.r.o.','Vratimov'
'Logopedie s.r.o.','Vratimov'
'MaRu DENTI s.r.o.','Vratimov'
'Bc. Roman Štoudek','Vratimov'
'MUDr. SILVIE SRPOVÁ','Vratimov'
'PK Anest s.r.o.','Vratimov'
'OČNÍ EU Optika s.r.o.','Vratimov'
'Roman Filipek','Vratimov'
'MUDr. Otakar Kopřiva s.r.o.','Vrbno pod Pradědem'
'MUDr. Martin Jančo','Vrbno pod Pradědem'
'Falck Emergency a.s.','Vrbno pod Pradědem'
'Domov pro seniory Vrbno, příspěvková organizace','Vrbno pod Pradědem'
'Sagapo, příspěvková organizace','Vrbno pod Pradědem'
'MUDr. Vilém Dostál','Vrbátky'
'Blanka Říhová','Vrchlabí'
'Bc. Renata Farská','Vrchlabí'
'MUDr. Barbora Finger','Vrchlabí'
'MUDr. Ivanka Koutová s.r.o.','Vrchlabí'
'Ordinace psychologa s.r.o.','Vrchlabí'
'BENU Česká republika s.r.o., BENU lékárna','Vrchlabí'
'Pediatrie Vrchlabí s.r.o.','Vrchlabí'
'MDDr. Iva Róžová','Vrchlabí'
'Šárka Horčičková','Vrchlabí'
'Bc. Marta Fiedlerová Hajdinová','Vrchlabí'
'Domov pro seniory Vrchlabí','Vrchlabí'
'MUDr. Ivan Mlynárik','Vrchlabí'
'Rehabilitační Lékařství a Fyzioterapie s.r.o.','Vrchlabí'
'MUDr. Zdeněk Vocásek','Vrchlabí'
'Domácí hospic Duha, o.p.s.','Vrchlabí'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vrchlabí'
'DermaVein Esthetic s.r.o.','Vrchlabí'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vrchlabí'
'RHA s.r.o.','Vrchlabí'
'MUDr. Alexandra Kracíková','Vrchlabí'
'Radka Hofmanová DiS.','Vrchlabí'
'Horská zubní ordinace s.r.o.','Vrchlabí'
'Psychiatrická ambulance MUDr. Kateřina Šubrtová s.r.o.','Vrchlabí'
'Petrák stomatologie Vrchlabí s.r.o.','Vrchlabí'
'chirpet s.r.o.','Vrchlabí'
'CHRUP s.r.o.','Vrchlabí'
'Neuro ambulance Vrchlabí s.r.o.','Vrchlabí'
'Ladislava Opočenská','Vrchlabí'
'Interní ambulance Vrchlabí s.r.o.','Vrchlabí'
'Nemocnice Vrchlabí, s.r.o.','Vrchlabí'
'Domov seniorů Vojkov, poskytovatel sociálních služeb','Vrchotovy Janovice'
'JANA ZELENKOVÁ DiS.','Vrchotovy Janovice'
'Pediatrie Čáslav s.r.o.','Vrdy'
'Mediclinic a.s.','Vrdy'
'Rehabilitační a ošetřovatelská péče dr. Svobody s.r.o.','Vrdy'
'Všeobecný lékař Posázaví s.r.o.','Vrdy'
'MDDr. Jana Zitková s.r.o.','Vroutek'
'Domov pro seniory Vroutek, příspěvková organizace','Vroutek'
'MUDr. Ivo Bartošík, s.r.o.','Vsetín'
'Ormed clinic s.r.o.','Vsetín'
'Ortopedie Medicentrum s.r.o.','Vsetín'
'Jiří Bažan, DiS.','Vsetín'
'Oční ordinace MUDr. Jana Strnadová s.r.o.','Vsetín'
'ALGremis s.r.o.','Vsetín'
'MUDr. Zdislava Tělupilová','Vsetín'
'ENDODIA Vávrovi s.r.o.','Vsetín'
'MUDr. Pavol Lambert','Vsetín'
'UROAMB-Klatil s.r.o.','Vsetín'
'MUDr. Zdeněk Blažek, alergologie - imunologie s.r.o.','Vsetín'
'MUDr. Dana Andělová','Vsetín'
'Ordinace klinické psychologie PhDr. Švecová, s.r.o.','Vsetín'
'Diakonie ČCE - středisko Vsetín','Vsetín'
'Lékař stomatolog Sharapov s.r.o.','Vsetín'
'Mediekos Vsetín s.r.o.','Vsetín'
'Agentura Zdislava - domácí zdravotní péče, s.r.o.','Vsetín'
'MUDr. Rastislav Poliačik','Vsetín'
'Marcela Tabáčková','Vsetín'
'Zdenka Kinclová MUDr.','Vsetín'
'Milena Vaňková - zdrav. sestra','Vsetín'
'Gabriela Kamencová MUDr.','Vsetín'
'MUDr. René Prukner s.r.o.','Vsetín'
'Č & Č dent s.r.o.','Vsetín'
'MUDr. Petr Olejníček','Vsetín'
'PREVENTADO s.r.o.','Vsetín'
'NEURONET neurologie s.r.o.','Vsetín'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Vsetín'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Vsetín'
'ČESKÁ LÉKÁRNA HOLDING, a. s., Dr. Max Lékárna','Vsetín'
'Mgr. Pavlína Mazáčová','Vsetín'
'OČNÍ OPTIKA ANDREA MAZANCOVÁ s.r.o.','Vsetín'
'MUDr. Věra Blažková s.r.o.','Vsetín'
'Ceramiko Dent, s.r.o.','Vsetín'
'JANA BĚLOCKÁ','Vsetín'
'MUDr. GABRIELA JUŘICOVÁ MACHALOVÁ','Vsetín'
'Krajská nemocnice T. Bati, a. s.','Vsetín'
'Eva Hurtová','Vsetín'
'Ortopedická protetika Frýdek-Místek, s.r.o.','Vsetín'
'MUDr. Bronislava Trtíková','Vsetín'
'Mgr. et Mgr. HELENA FRIEDRICHOVÁ','Vsetín'
'ČESKÁ OČNÍ OPTIKA HOLDING a.s.','Vsetín'
'Dům Zdraví Brand s.r.o.','Vsetín'
'Sociální služby Vsetín, příspěvková organizace, fyzioterapie','Vsetín'
'Dům Zdraví Šepelák s.r.o.','Vsetín'
'MUDr. Marcela Lehnertová - dětská kardiologie s.r.o.','Vsetín'
'MUDr. PETRA HÁBOVÁ','Vsetín'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vsetín'
'Domov Jitka o.p.s.','Vsetín'
'MUDr. MARTA ŠIMČÍKOVÁ','Vsetín'
'AP Dental s.r.o.','Vsetín'
'MUDr. Vítězslav Čech s.r.o.','Vsetín'
'MUDr. JIŘÍ ŠŤASTNÝ','Vsetín'
'Bc. LUCIE VÍTKOVÁ','Vsetín'
'MUDr. MIROSLAV HAJDA','Vsetín'
'Pediatrie Vsetín s.r.o.','Vsetín'
'Mgr. Aneta Turpišová','Vsetín'
'MUDr. Kateřina Maděryčová','Vyskytná'
'Domov Rudné u Nejdku','Vysoká Pec'
'Centrum zdravých zubů s.r.o.','Vysoká nad Labem'
'Implant s.r.o.','Vysoké Mýto'
'Medisana s.r.o.','Vysoké Mýto'
'PF medical s.r.o.','Vysoké Mýto'
'Nemocnice Pardubického kraje, a.s., Orlickoústecká nemocnice, Odběrové centrum','Vysoké Mýto'
'Nemocnice Pardubického kraje, a.s., Orlickoústecká nemocnice, Odběrové centrum','Vysoké Mýto'
'Nemocnice Pardubického kraje, a.s., Orlickoústecká nemocnice, ambulance urologie','Vysoké Mýto'
'MUDr. Ivana Šalamonová s.r.o.','Vysoké Mýto'
'MUDr. Klára Novotná Tomanová','Vysoké Mýto'
'Chirurgická ambulance Riegerova s.r.o.','Vysoké Mýto'
'Nemocnice Pardubického kraje, a.s., Litomyšlská nemocnice, zdravotnická dopravní služba','Vysoké Mýto'
'Henricus s.r.o., Lékárna u Zlatého orla','Vysoké Mýto'
'Neuropro s.r.o.','Vysoké Mýto'
'Poliklinika Choceň, a. s','Vysoké Mýto'
'Lena Cupasová','Vysoké Mýto'
'PhDr. Denisa Binarová','Vysoké Mýto'
'MUDr. Hana Tobková','Vysoké Mýto'
'MUDr. Eva Zárubová','Vysoké Mýto'
'Progerint s.r.o.','Vysoké Mýto'
'MEDIPRAKT s.r.o.','Vysoké Mýto'
'Fresenius Medical Care - DS, s.r.o.','Vysoké Mýto'
'Očenko s.r.o.','Vysoké Mýto'
'MUDr. Petr Michal','Vysoké Mýto'
'Praktický lékař VM s.r.o.','Vysoké Mýto'
'MUDr. Roman Hanák','Vysoké Mýto'
'MUDr. MARKÉTA ROZLIVKOVÁ','Vysoké Mýto'
'Mgr. et. Mgr. Alena Palková','Vysoké Mýto'
'Ledax Vysoké Mýto o.p.s.','Vysoké Mýto'
'EUC PLS s.r.o.','Vysoké Mýto'
'MUDr. Alexandra Kracíková','Vysoké nad Jizerou'
'PLATAN s.r.o., OOVL  Lékárny Na Poliklinice','Vysoké nad Jizerou'
'Ústav chirurgie ruky a plastické chirurgie, příspěvková organizace','Vysoké nad Jizerou'
'MUDr. Lubomír Rutkay','Vysoké nad Jizerou'
'Andrea Včelařová','Vysočany'
'MUDr. Martina Profousová s.r.o.','Vyšehořovice'
'JMJ TRADE s.r.o.','Vyškov'
'GEMINI oční klinika a.s.','Vyškov'
'DENTINO s.r.o.','Vyškov'
'Mgr. Ondřejka Otevřelová','Vyškov'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vyškov'
'SIMA DENT s.r.o.','Vyškov'
'MDDr. Prokop Louda','Vyškov'
'MUDr. František Kučera','Vyškov'
'MUDr. Jiří Wolf-stomatologie s.r.o.','Vyškov'
'MUDr. Václav Ondřich','Vyškov'
'MUDr. Bělohlávková s.r.o.','Vyškov'
'Zubní ordinace, MUDr. Linhart, s.r.o.','Vyškov'
'Hana Pytelová','Vyškov'
'Gynekologická ambulance MUDr. Martin Vašíček s.r.o.','Vyškov'
'Flortho s.r.o.','Vyškov'
'Medi Pharma Vision, s.r.o., Tillova Lékárna','Vyškov'
'Psychiatrie Vyškov s.r.o.','Vyškov'
'Mgr. Jana Zavadilová','Vyškov'
'DR. OPTIK Moravia s.r.o.','Vyškov'
'DR. OPTIK Moravia s.r.o.','Vyškov'
'MUDr. Michal Holásek s.r.o.','Vyškov'
'Mgr. Zuzana Spáčilová','Vyškov'
'Praktik Vyškov s.r.o.','Vyškov'
'MUDr. Milan Navrátil s.r.o.','Vyškov'
'medidol s.r.o.','Vyškov'
'Mamed s.r.o','Vyškov'
'Miroslava Pukowietzová','Vyškov'
'Sociální služby Vyškov, příspěvková organizace','Vyškov'
'Dětská a sportovní ortopedie Ondruš s.r.o.','Vyškov'
'Mateřské centrum Radost, o.s.','Vyškov'
'ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna','Vyškov'
'EYES OPTIK, s.r.o.','Vyškov'
'ORTHO-PROTO s.r.o.','Vyškov'
'Bc. Veronika Šedivá DiS.','Vyškov'
'Chytrá lékárna a.s.','Vyškov'
'Bc. Alena Melegová','Vyškov'
'MONIKA MENŠÍKOVÁ','Vyškov'
'LOGOPEDIE HANÁ s.r.o.','Vyškov'
'LOGOPEDIE HANÁ s.r.o.','Vyškov'
'Praktivel s.r.o.','Vyškov'
'Angis plus s.r.o., Lékárna Angis','Vyškov'
'MUDr. LENKA VIČAROVÁ','Vyškov'
'Zubisko s.r.o.','Vyškov'
'B. Braun Avitum s.r.o., Dialyzační středisko','Vyškov'
'PIAFA Vyškov, z.ú.','Vyškov'
'VERONIKA TIHELKOVÁ','Vyškov'
'MeDiLa spol. s r.o., odběrová místnost','Vyškov'
'MUDr. Žák Alexandr s.r.o.','Vyšší Brod'
'Alena Kylianová s.r.o.','Vyšší Brod'
'Nemocnice Český Krumlov, a.s., zdravotní dopravní služba','Vyšší Brod'
'MUDr. Marie Bencová - všeobecné lékařství','Vyšší Brod'
'MUDr. Martina Nováková','Vyšší Brod'
'Marie Nedvědová','Vyšší Brod'
'Zdravotnické zařízení Kusákovi, s.r.o.','Václavovice'
'Domov u rybníka Víceměřice, příspěvková organizace','Víceměřice'
'GYN-NOVINED s.r.o.','Vír'
'Fakultní nemocnice Ostrava, Léčebna pro dlouhodobě nemocné','Vítkov'
'FOKUS - Opava, z.s.','Vítkov'
'Slezská nemocnice v Opavě, příspěvková organizace, zdravotnická dopravní služba','Vítkov'
'Jitka Dylušová','Vítkov'
'Domov Vítkov, příspěvková organizace','Vítkov'
'Health and Beauty shops s.r.o., Lékárna LEMON','Vítkov'
'KIVA MEDICAL s.r.o.','Vítkov'
'PL Brněnec s.r.o.','Vítějeves'
'Drsarka s.r.o.','Vítězná'
'Bonanima s.r.o.','Výprachtice'
'Ordinace MUDr. Kružíka s.r.o.','Výčapy'
'Tereza Balounová','Výčapy'
'MARMED s.r.o.','Výšovice'
'PRAXILEKO s.r.o.','Výšovice'
'LuckaDent s.r.o.','Vědomice'
'EvaDent EC s.r.o.','Vědomice'
'Lucie Šinkorová DiS.','Vědomice'
'MUDr. Petr Canov, s.r.o.','Věteřov'
'MUDr. Jan MAJER, MBA s.r.o.','Větrný Jeníkov'
'MUDr. Olga Huřťáková - CEZARDENT','Větřní'
'MB praktický lékař s.r.o.','Větřní'
'MUDr. Jaroslav Vojtíšek','Větřní'
'MB praktický lékař s.r.o., OOVL','Větřní'
'Domov ve Věži, příspěvková organizace','Věž'
'LumenPharma s.r.o.','Vřesina'
'MUDr. Vladimír Pokorný s.r.o.','Vřesina'
'Adriamedical s.r.o.','Vřesina'
'PRAXILEKO s.r.o.','Vřesovice'
'MUDr. Jana Kouklová','Všehrdy'
'MUDr. Martin Borský, s.r.o.','Všejany'
'Poliklinika Anděl s.r.o.','Všenory'
'Domov pro seniory Dobřichovice','Všenory'
'Nemocnice u Sv. Jiří s.r.o., PL pro děti a dorost','Všeruby'
'Královéhradecká lékárna a.s.,  OOVL - L U Anděla strážce','Všestary'
'ČERVENÝ MLÝN VŠESTUDY, poskytovatel sociálních služeb','Všestudy'
'MUDr. HANA PÁVKOVÁ','Všetaty'
'PALLIARE - CARPE DIEM z.ú.','Zahnašovice'
'Cedymed s.r.o.','Zahrádky'
'Domov sociálních služeb Slatiňany','Zaječice'
'Dětská ordinace MUDr. Maninová s.r.o.','Zaječov'
'MUDr. Ladislav Kelbl s.r.o.','Zaječí'
'BAKYNA s.r.o.','Zastávka'
'MUDr.PETR ZUSKA ORDINACE INTERNÍ A GERIATRICKÁ, s.r.o.','Zastávka'
'Gyvana Fem s.r.o.','Zastávka'
'Domov pro seniory Zastávka, příspěvková organizace','Zastávka'
'Mgr. Kateřina Hubáčková','Zastávka'
'MUDr. Aneta Kuderová','Zastávka'
'Alergologie MUDr. Hanáková s.r.o.','Zastávka'
'Domov Domino, poskytovatel sociálních služeb','Zavidov'
'Mgr. Radka Nováková, DiS.','Zašová'
'MUDr. Levová Alena spol. s r.o.','Zašová'
'MUDr. BARBORA PLANDOROVÁ','Zašová'
'Sociální služby Vsetín, příspěvková organizace','Zašová'
'Rubus Pharma s.r.o., OOVL Lékárna Zubří','Zašová'
'Oční centrum Beroun s.r.o.','Zbiroh'
'KRAMEDIC s.r.o.','Zbiroh'
'NH Hospital a.s., Nemocnice Hořovice, odborné ambulance','Zbiroh'
'První zubní Zbiroh s.r.o.','Zbiroh'
'MUDr. Zdeněk Jonák s.r.o.','Zbiroh'
'RZ Dent s.r.o.','Zbiroh'
'Sociální služby Uherské Hradiště, příspěvková organizace','Zborovice'
'LÉKÁRNA PANSKÝ DŮM s.r.o., OOVL - L Říčany','Zbraslav'
'Eva Váchová s.r.o.','Zbraslavice'
'MUDr. Ivana Janečková','Zbraslavice'
'MUDr. Jitka Kuntová s. r. o.','Zbraslavice'
'ELVO Čáslav spol. s r.o.','Zbraslavice'
'MUDr. Dita Ambrož Lichtenberková','Zbuzany'
'Lékárna Levandule s.r.o.','Zbýšov'
'Dáša Biskupičová','Zbýšov'
'MUDr. Mikuláš Kuczman','Zbýšov'
'MeditrinePraktik s.r.o.','Zbýšov'
'Praxe VPL s.r.o.','Zbýšov'
'Domov pro osoby se zdravotním postižením Zběšičky','Zběšičky'
'MUDr. Květoslava Antošová','Zbůch'
'Nemocnice u Sv. Jiří s.r.o., PL pro děti a dorost','Zbůch'
'Nemocnice u Sv. Jiří s.r.o., PL pro děti a dorost','Zbůch'
'Centrum pobytových a terénních sociálních služeb Zbůch','Zbůch'
'Mediclinic a.s.','Zbůch'
'Renturi s.r.o.','Zdiby'
'VE ZDRAVÍ s.r.o.','Zdiby'
'Bc. ELIŠKA PUKLICKÁ','Zdiby'
'ÚPK AGRO, Lékárna Zdice','Zdice'
'MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.','Zdislava'
'Jana Hajnová','Zdounky'
'Leona Deutschelová','Zdounky'
'123KONDICE s.r.o.','Zeleneč'
'Bc. Daniela Vaňková','Zelená Hora'
'TOFIDAMA s.r.o.','Zlatníky-Hodkovice'
'PaedDr. Alena Stodůlková','Zlaté Hory'
'MDDr. Jiřina Zbožínková','Zlaté Hory'
'MARTIN MÜLLER','Zlaté Hory'
'Repharm a.s., Lékárna AGEL, OOVL','Zlaté Hory'
'Domov důchodců','Zlaté Hory'
'Lenka Daníčková','Zlechov'
'Všeobecný lékař Brno s.r.o.','Zlechov'
'ROMANA ŠEVČÍKOVÁ DiS.','Zlechov'
'Rehabilitace Johanusová s.r.o.','Zliv'
'SANARE s.r.o.','Zliv'
'Dentap s.r.o.','Zlín'
'ComplexTherapy s.r.o.','Zlín'
'ENDOOST s.r.o.','Zlín'
'MODENT s.r.o.','Zlín'
'DAMI Smile s.r.o.','Zlín'
'PRAKTICARE MUDr. Mašová s.r.o.','Zlín'
'IMPARADENT s.r.o.','Zlín'
'MEDIWI s.r.o.','Zlín'
'ESTHEA medical s.r.o.','Zlín'
'EURTECH s.r.o.','Zlín'
'ZUBNÍ LABORATOŘ VESELKOVI s.r.o.','Zlín'
'A - ORTO s.r.o.','Zlín'
'SANEDENT Zlín s.r.o.','Zlín'
'MUDr. Radmila Boháčová','Zlín'
'MUDr. Jiřina Lánská s.r.o.','Zlín'
'Sixdent s.r.o.','Zlín'
'Kardiokohl s.r.o.','Zlín'
'Otorhinolaryngo, s.r.o.','Zlín'
'MUDr. Marie Smečková s.r.o.','Zlín'
'GAMADENT s.r.o.','Zlín'
'LéčímeVás s.r.o.','Zlín'
'Pua centrum regenerace s.r.o.','Zlín'
'Karel Kuběna s.r.o.','Zlín'
'Bc. LENKA VRLOVÁ DiS.','Zlín'
'MEDIMI s.r.o.','Zlín'
'ORTEX , spol. s r.o.','Zlín'
'MUDr. Bohumil Tureček','Zlín'
'MUDr.Pavla Brychtová','Zlín'
'Petr Maláč','Zlín'
'MUDr. Alena Malíková','Zlín'
'MUDr. Jaroslav Jelínek','Zlín'
'Alzheimercentrum Zlín z.ú.','Zlín'
'Stomatologická ordinace Zlín, s.r.o.','Zlín'
