"NazevZarizeni","Obec"
"EVART Praha s.r.o.","Stod"
"Alva E.C.S., s.r.o.","Stonava"
"MUDr. Petr Kazik","Stonava"
"MUDr. Svatopluk Velkoborský","Stonava"
"BETESTOMED s.r.o.","Stonava"
"ALFA VISION s.r.o.","Stonava"
"MUDr. Jan Karczmarczyk","Stonava"
"Kristina Žáková","Stonava"
"MUDr. Hana Kalčíková","Stonařov"
"MUDr. Libor Kopuletý","Stonařov"
"DentEsthes s.r.o.","Stonařov"
"MUDr. Jiří Havránek s.r.o.","Stonařov"
"Bc. Markéta Sokolová","Stonařov"
"Poliklinika Třešť, spol. s r.o.","Stonařov"
"D+H Praktici s.r.o.","Strachotice"
"MUDr. Ladislav Kelbl s.r.o.","Strachotín"
"Psychiatrická léčebna Lnáře, psychiatrická ordinace","Strakonice"
"Domácí péče ČČK - obecně prospěšná společnost","Strakonice"
"MUDr. Jaroslav Mareš - TBC a respir. nemoci","Strakonice"
"THOWT, s.r.o.","Strakonice"
"MUDr. Drahomíra Horná - ORL ordinace","Strakonice"
"MUDr.Lubomír Vokatý - gynekologicko - porodnická ordimace","Strakonice"
"MUDr.Jiří Tuháček-praktický a tělovýchovný lékař","Strakonice"
"MUDr. Marta Jíňová","Strakonice"
"MUDr. Věra Gruberová","Strakonice"
"MUDr. Milan Bazgier","Strakonice"
"MUDr. Marie Thöndlová - zubní ordinace","Strakonice"
"MUDr. Hana Kučerová - Praktický zubní lékař","Strakonice"
"MUDr. Jana Čmelínská - gynekologická ordinace","Strakonice"
"DENTIO - Strakonice, spol. s r.o.","Strakonice"
"MUDr. Jaroslav Sádlo","Strakonice"
"MUDr. František Hanzelín","Strakonice"
"MUDr. Dana Tušková","Strakonice"
"MUDr. Olga Kabátová","Strakonice"
"Hana Kuldová","Strakonice"
"MUDr. Jana Česánková, praktické zubní lékařství a ortodoncie","Strakonice"
"MUDr. Jitka Hradecká","Strakonice"
"Dana Vokatá","Strakonice"
"MUDr. Jana Vlachová","Strakonice"
"MUDr.Dušan Gogela, soukromá ortopedická ordinace","Strakonice"
"MUDr. Jaroslav Rach odborná neurologická ambulance","Strakonice"
"MUDr. Pavla Ježková - soukromá ordinace zubního lékaře","Strakonice"
"MUDr. Michaela Havelcová","Strakonice"
"THOWT, s.r.o.","Strakonice"
"MUDr. Terezie Járová - gynekologická ordinace","Strakonice"
"Zdravotnická záchranná služba Jihočeského kraje","Strakonice"
"MUDr. Radim Zeman","Strakonice"
"MUDr. Stanislav Maruna","Strakonice"
"Nemocnice Strakonice, a.s.","Strakonice"
"MUDr. Pavla Holíková","Strakonice"
"Institut péče o zdraví, s.r.o. - očkovací centra","Strakonice"
"Oční centrum MUDr. Pilečkové s.r.o.","Strakonice"
"Oční centrum MUDr. Pilečkové s.r.o.","Strakonice"
"MUDr. Miloslav Sýkora","Strakonice"
"MUDr. Zuzana Kuželková","Strakonice"
"MUDr. Lenka Nováková","Strakonice"
"Urologie Uhlířová s.r.o.","Strakonice"
"Okulár s.r.o.","Strakonice"
"ČZ a.s.","Strakonice"
"Gynprax s.r.o.","Strakonice"
"MUDr. Markéta Kollrosová","Strakonice"
"Axis Optik s.r.o.","Strakonice"
"synlab czech s.r.o., odběrová místnost","Strakonice"
"Rideto s.r.o.","Strakonice"
"SUCCURSUS, s.r.o.","Strakonice"
"Dětská ordinace Podskalí s.r.o.","Strakonice"
"MUDr. Kubů s.r.o.","Strakonice"
"MEDICALPRAX, s.r.o.","Strakonice"
"OPTOPLUS s.r.o.","Strakonice"
"Pavla Hlavajčíková, DiS.","Strakonice"
"MUDr. Markéta Martanová","Strakonice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Strakonice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Strakonice"
"KB-GYN, s.r.o.","Strakonice"
"LOGO PEDIEST, s.r.o.","Strakonice"
"LOGO PEDIEST, s.r.o.","Strakonice"
"MUDr. Jiřina Pavelková, s.r.o.","Strakonice"
"GINKOPRAX, s.r.o.","Strakonice"
"MUDr. Milena Marešová, praktický lékař pro dospělé s.r.o.","Strakonice"
"Dětská ordinace MUDr. Farková s.r.o.","Strakonice"
"MUDr. Bohumila Kolenčíková praktický lékař pro děti a dorost s.r.o.","Strakonice"
"MUDr. Ivana Vaňatová, s.r.o.","Strakonice"
"Dětská ambulance Strakonice s. r. o.","Strakonice"
"Dětské centrum Jihočeského kraje, o.p.s.","Strakonice"
"ESADRON s.r.o.","Strakonice"
"MUDr. Dušan Poulíček","Strakonice"
"Rehabilitace Strakonice, s.r.o.","Strakonice"
"DERMACENTRUM Schmittová s.r.o.","Strakonice"
"Pulsgyn s.r.o.","Strakonice"
"Alena Kylianová s.r.o.","Strakonice"
"Nemocnice Strakonice, a.s., odborné ambulance","Strakonice"
"Nemocnice Strakonice, a.s., odborné ambulance","Strakonice"
"Institut péče o zdraví, s.r.o.","Strakonice"
"Ortopedie Klatovy s.r.o","Strakonice"
"Městský ústav sociálních služeb Strakonice","Strakonice"
"Městský ústav sociálních služeb Strakonice","Strakonice"
"Nemocnice Strakonice, a.s., odborné ambulance","Strakonice"
"Viniprax s.r.o.","Strakonice"
"Rymed s.r.o.","Strakonice"
"SORRISO s.r.o.","Strakonice"
"MUDr. Hana Voldřichová s.r.o.","Strakonice"
"Mgr. Eva Králová","Strakonice"
"MUDr. Radka Kamencová - psychiatrická ambulance s.r.o.","Strakonice"
"FOKUS - Písek, z.ú., Centrum duševního zdraví","Strakonice"
"Dr. Kadlec s.r.o.","Strakonice"
"FONORAL s.r.o.","Strakonice"
"ERIKA MIKEŠKOVÁ","Strakonice"
"MARTINA KOUBOVÁ","Strakonice"
"Chirurgická ambulance Strakonice s.r.o.","Strakonice"
"Hospic sv. Jana N. Neumanna","Strakonice"
"Mgr. PAVLA JIROUŠOVÁ","Strakonice"
"Kardio Strakonice s.r.o.","Strakonice"
"Hana Hanzlíková","Strakonice"
"SDentist s.r.o.","Strakonice"
"Urologie MUDr. Koch s.r.o.","Strakonice"
"PRAKTIK Strakonice s.r.o.","Strakonice"
"Mgr. Gabriela Vršková","Strakonice"
"MV Dental s.r.o.","Strakonice"
"ŽANETA kosmetický salon a estetická medicína s.r.o.","Strakonice"
"AeskuLab k.s., odběrová místnost","Strakonice"
"MUDr.Jitka Štolbová","Strančice"
"MUDr. Petr Kalábek","Strančice"
"PhMr.Lucie a Aleš Nedopilovi s.r.o.OOVL,  Lékárna U bílého lva","Strančice"
"MUDr. Miroslava Kloudová","Stračov"
"MUDr. Bohumila Krejčíková","Strašice"
"Záchranná služba BRDY, sdružení pro záchranu osob a materiálu v terénních podmínkách, z.s.","Strašice"
"Jana Říhová","Straškov-Vodochody"
"MUDr. Hrabě s.r.o.","Straškov-Vodochody"
"SARADENT s.r.o.","Straškov-Vodochody"
"Ženská poradna MUDr. Kožnar, s.r.o.","Strašín"
"MUDr. Jana Klečková","Strašín"
"JAMED s.r.o.","Stražisko"
"MUDr. Soňa Matoušková","Strmilov"
"MUDr. Soňa Matoušková","Strmilov"
"MUDr. Eleonóra Punčochářová","Strmilov"
"PharmDr. Dana Cachová, Lékárna Tilia","Strmilov"
"Šárka Vrbenská","Strmilov"
"Doc. MUDr. Eva Rychlíková","Struhařov"
"MUDr. Petr Rychlík","Struhařov"
"MUDr. Jaroslav Pečenka","Struhařov"
"MUDr. Milena Voldřichová","Strunkovice nad Blanicí"
"MUDr. Anna Vávrová, soukromá ordinace - praktický lékař pro dospělé, interna","Strunkovice nad Blanicí"
"Pilulka Lékárny a.s., OOVL L Pilulka","Strunkovice nad Blanicí"
"Radka Prouzová","Strunkovice nad Blanicí"
"MUDr.Hana Vaclíková","Strupčice"
"MUDr. Tomáš Kopecký","Strání"
"Jankových Petr","Strání"
"Marie Popelková","Strání"
"MUDr. Alžběta Končitíková","Strání"
"PharmDr. Marcela Tomanová, Lékárna Strání","Strání"
"Pavel Tomeček, MUDr.","Strání"
"MUDr. Vladimír Luzar","Strání"
"EF-Dětský lékař s.r.o.","Strání"
"MUDr. Dana Pokorná","Stráž nad Nežárkou"
"PharmDr. Dana Cachová, OOVL - L Diana","Stráž nad Nežárkou"
"Gynekologická ambulance Třeboň s.r.o.","Stráž nad Nežárkou"
"MUDr. Luboš Pokorný","Stráž nad Nežárkou"
"STRAMED s.r.o.","Stráž nad Nežárkou"
"MUDr. Markéta Bělková","Stráž nad Nisou"
"MUDr. Jan Tomášek","Stráž nad Nisou"
"MUDr. Zd.Kleinhampl, praktický lékař, s.r.o.","Stráž nad Nisou"
"MUDr. Pavel Gotvald, dětský lékař","Stráž pod Ralskem"
"MUDr. Václav Kott","Stráž pod Ralskem"
"MUDr. Přemysl Prstek","Stráž pod Ralskem"
"MUDr. Pavel Hříbal","Stráž pod Ralskem"
"MUDr. Irena Tulisová","Stráž pod Ralskem"
"GOLD-M, s.r.o.","Stráž pod Ralskem"
"MUDr. Eva Půtová","Stráž pod Ralskem"
"Karel Huml, RADIO","Stráž pod Ralskem"
"BENU Česká republika s.r.o., BENU lékárna","Stráž pod Ralskem"
"JUWA-M s.r.o.","Stráž pod Ralskem"
"MUDr. Galina Koudelová, oční ambulance","Stráž pod Ralskem"
"MUDr. Milan Kořínek, chirurgická ambulance","Stráž pod Ralskem"
"MUDr. Miloš Bret, interní a nefrologická ordinace","Stráž pod Ralskem"
"DIAGNOSTIKA, s.r.o., odběrová místnost","Stráž pod Ralskem"
"Mediclinic a.s.","Stráž pod Ralskem"
"MUDr. Petra Dvořáková, PL pro dospělé","Stráž pod Ralskem"
"Urocentrum Česká Lípa s.r.o.","Stráž pod Ralskem"
"STOMINAS s.r.o.","Stráž pod Ralskem"
"Scapula s.r.o.","Stráž pod Ralskem"
"Kucident s.r.o.","Stráž pod Ralskem"
"BONAURIS s.r.o.","Stráž pod Ralskem"
"MUDr. Eva Hudcová s.r.o.","Stráž pod Ralskem"
"MEDICA SEVER s.r.o.","Stráž pod Ralskem"
"MUDr. Marie Kulková","Strážek"
"MUDr. Pavel Hruška","Strážek"
"MUDr. Miluše Sáblíková","Strážek"
"Domov pro seniory Mitrov, příspěvková organizace","Strážek"
"MUDr. Michaela Kaletová","Strážek"
"MUDr. Josef Kroulík","Strážkovice"
"MUDr. Jiří Hořák","Strážnice"
"MUDr. Věra Hudečková","Strážnice"
"MUDr. Anna Trnečková","Strážnice"
"MUDr. Tibor Záhumenský","Strážnice"
"MUDr. Anna Vaškovicová","Strážnice"
"MUDr. Ivana Hořáková","Strážnice"
"MUDr. Milan Odrazil","Strážnice"
"MUDr. Marie Kaňáková","Strážnice"
"MUDr. Zuzana Plesníková","Strážnice"
"Miroslav Prečan","Strážnice"
"MUDr. Lucia Holík Poláčiková","Strážnice"
"MUDr. Blanka Jugasová","Strážnice"
"ZDISLAVA s.r.o.","Strážnice"
"Biovrana s.r.o.","Strážnice"
"PMH-Med, s.r.o.","Strážnice"
"MDDr. Veronika Žajdlíková","Strážnice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Strážnice"
"MDDr. Ivana Kratochvílová","Strážnice"
"MUDr. Blanka Jugasová s.r.o.","Strážnice"
"MUDr. Vratislav Svoboda s.r.o.","Strážnice"
"MUDr. Vladimír Gregor, s.r.o.","Strážnice"
"HOMEDICA, s.r.o.","Strážnice"
"Domov pro seniory Strážnice, příspěvková organizace","Strážnice"
"Barbora Daňková","Strážnice"
"MUDr. Irena Chourová, PL stomatolog a ortodoncie","Strážné"
"MARIE SPORKOVÁ","Strážný"
"VPL Kyjov s.r.o.","Strážovice"
"MUDr. Marie Mühlová","Studenec"
"Farní charita Studenec u Horek","Studenec"
"MUDr. František Válek, PL pro dospělé","Studenec"
"MUDr. Jaroslav Gottwald, praktický lékař pro dospělé","Studenec"
"MONTANA MEDICA s.r.o., OOVL Lékárny Montana","Studenec"
"Karel Pospíchal","Studená"
"MUDr. Ludmila Leitgebová","Studená"
"Technické služby Obce Studená, spol. s r.o.","Studená"
"Domácí péče Dačice s.r.o.","Studená"
"ZaPa Vysočina s.r.o.","Studená"
"Lékárna Studená s.r.o., Lékárna Studená","Studená"
"ZdeLenDENT s.r.o.","Studená"
"APIS-GYN s.r.o.","Studená"
"Praktický lékař Studená s.r.o.","Studená"
"MUDr. Bořivoj Červenka","Studnice"
"MUDr. Tomáš Blechta","Studnice"
"MUDr. Dušan Laskafeld","Studénka"
"MUDr. Olga Hollá","Studénka"
"MUDr. Marie Tichopadová","Studénka"
"Dana Richterová","Studénka"
"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace","Studénka"
"MUDr. Kateřina Zhánělová","Studénka"
"Charita Studénka","Studénka"
"Laboratoře AGEL a.s.","Studénka"
"MUDr. Irena Kučerová","Studénka"
"Chirurgie Studénka, s. r. o.","Studénka"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Studénka"
"MUDr. Jiří Starý, s.r.o.","Studénka"
"MUDr. Ivo Vaněček s.r.o.","Studénka"
"MUDr. Dagmar Kantorová s.r.o.","Studénka"
"NEUROTHERAP, s.r.o.","Studénka"
"MUDr. Naďa Volná s.r.o.","Studénka"
"MUDr. Miroslava Jiříčková s.r.o.","Studénka"
"MUDr. Jaromíra Fabianová s.r.o.","Studénka"
"MUDr. Lenka Sobková","Studénka"
"Gynekologická ambulance TENSAE s.r.o.","Studénka"
"Domov NaNovo, příspěvková organizace","Studénka"
"Léčebná rehabilitace Neuron, s.r.o.","Studénka"
"DentAdel Medical s.r.o.","Studénka"
"MUDr. HANA HONOVÁ s.r.o.","Studénka"
"MUDr. HANA KLOSOVÁ","Studénka"
"MUDr. Petr Huvar s.r.o.","Studénka"
"Health and Beauty shops s.r.o., Lékárna LEMON","Studénka"
"Alergomed s.r.o.","Studénka"
"MUDr. Naděžda Jánošková","Stádlec"
"Ordinace Hronov s.r.o.","Stárkov"
"MUDr. Vít Skalička","Stěbořice"
"MUDr. Kamila Hnízdová","Stěbořice"
"MUDr. Ivana Bartošová","Stěžery"
"PRAKTIM s.r.o.","Stěžery"
"MUDr. Miroslav Louda","Stěžery"
"LOGOPRIM s.r.o.","Stěžery"
"PHARMACON HK s.r.o., OOVL Lékárny Dobřenice","Stěžery"
"MUDr. Miluše Uhlířová","Střelice"
"MUDr. Irma Jeřábková s.r.o.","Střelice"
"Romana Antonínová, DiS.","Střelice"
"LeNadent s.r.o.","Střelice"
"Smíšek Dent s.r.o.","Střelice"
"Zámeček Střelice, příspěvková organizace","Střelice"
"Lékárna JGM, spol. s.r.o, OOVL Střelice","Střelice"
"MUDr. Eva Machačová s.r.o.","Střelice"
"Česká katolická charita, Charitní domov Střelice","Střelice"
"MediZet s.r.o.","Střezimíř"
"AMIMED s.r.o.","Střeň"
"MUDr. Zdeněk Neubauer","Stříbrná Skalice"
"MUDr. Jaroslava Chudobová","Stříbrná Skalice"
"GynRem s.r.o.","Stříbrná Skalice"
"Hanička Fraňková, samostatné rehabilitační pracoviště","Stříbro"
"Miloslava Turková","Stříbro"
"MUDr. Ivo Němec, ortopedická ambulance","Stříbro"
"MUDr. Kristina Kozderková","Stříbro"
"Irena Vlčková","Stříbro"
"MUDr. Jan Špeta","Stříbro"
"MUDr. Miluše Kačerová, oční ordinace","Stříbro"
"MUDr. Zuzana Šímová, praktický lékař pro dospělé","Stříbro"
"MUDr. Vladislav Kvapil, praktický stomatolog","Stříbro"
"MUDr. Bohumil Cikán, praktický lékař pro dospělé","Stříbro"
"MUDr. Jan Havránek","Stříbro"
"Zuzana Nováková, samostatná stomatologická laboratoř","Stříbro"
"MUDr. Jaroslav Němeček , privátní ortodontická praxe","Stříbro"
"Mgr. Hana Fikrlová, samostatná poradna klinického logopeda","Stříbro"
"MUDr. Alexandr Kókay","Stříbro"
"MUDr. Alexandr Kókay","Stříbro"
"Zdravotnická záchranná služba Plzeňského kraje - výjezdové stanoviště Stříbro","Stříbro"
"MUDr. Renáta Andrlová, samostatná interní ordinace","Stříbro"
"MUDr. Naděžda Petrášová","Stříbro"
"Městská charita Plzeň, pracoviště Stříbro","Stříbro"
"Hana Chválová, fyzioterapie","Stříbro"
"MUDr. Helena Krajčíková","Stříbro"
"Ordinace TRN s.r.o.","Stříbro"
"MUDr. Pavla Šandová, praktický lékař pro děti a dorost","Stříbro"
"Mgr. Ing. Ivana Holubcová, ordinace klinické psychologie","Stříbro"
"Sanita J 3, v.o.s.","Stříbro"
"MUDr. Tomáš Sluka","Stříbro"
"PRIVAMED a.s., odběrové místo","Stříbro"
"Gynekologicko - porodnická praxe MUDr. Klicmanová Romana s.r.o.","Stříbro"
"Ordinace S + K  s.r.o.","Stříbro"
"MUDr. Václav Vokatý, revmatologická ambulance","Stříbro"
"AgDent s.r.o.","Stříbro"
"Šárka Hauerová","Stříbro"
"Domácí péče Tachov s.r.o.","Stříbro"
"SůvaLab s.r.o., zubní laboratoř","Stříbro"
"URODERMA s.r.o.","Stříbro"
"MUDr. Lenka Markupová","Stříbro"
"BENU Česká republika s.r.o., BENU lékárna","Stříbro"
"MUDr. Vladimír Kaplan","Stříbro"
"Cibulková Petra","Stříbro"
"David Bernklau, DiS","Stříbro"
"Sanita J 3, v.o.s.","Stříbro"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Stříbro"
"Zuboh s.r.o.","Stříbro"
"Farní charita Stříbro","Stříbro"
"DIASENSE s.r.o.","Stříbro"
"Ordinace ZUBIKO s.r.o.","Stříbro"
"ČESKÁ OČNÍ OPTIKA HOLDING a.s.","Stříbro"
"FOKUS optik a.s.","Stříbro"
"MUDr. Taťána Dvořáková","Střílky"
"MUDr. Roman Šoc","Střílky"
"KROMDENT spol. s r.o.","Střílky"
"Výchovný ústav, středisko výchovné péče HELP, základní škola a střední škola","Střílky"
"MUDr.Nováková Renata","Střítež"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Střítež"
"WEJAHMED s.r.o.","Střítež"
"Alchemica s.r.o.","Střítež"
"Belomedica, s.r.o.","Střítež nad Ludinou"
"Praktik Nezvěstice s.r.o.","Střížovice"
"Martina Neťuková, fyzioterapeutická ambulance","Suchdol"
"JAMED s.r.o.","Suchdol"
"Praktikus s.r.o.","Suchdol"
"SALVUS SF s.r.o.","Suchdol nad Lužnicí"
"Zdravotnická záchranná služba Jihočeského kraje","Suchdol nad Lužnicí"
"MUDr. Vendula Šebestová","Suchdol nad Lužnicí"
"Lékárna U Panny Marie Pomocné, s.r.o.","Suchdol nad Lužnicí"
"MUDr. Jiří Hladílek s.r.o.","Suchdol nad Lužnicí"
"GynMD, s.r.o.","Suchdol nad Lužnicí"
"Město Suchdol nad Lužnicí","Suchdol nad Lužnicí"
"Suchdolská ordinace s.r.o.","Suchdol nad Odrou"
"MUDr. Jan Hájek, všeobecné a interní lékařství","Suchomasty"
"MUDr. Vladimír Kasl","Suchomasty"
"Koniklec Suchomasty, poskytovatel sociálních služeb","Suchomasty"
"MUDr. Jitka Gazdíková","Suchá Loz"
"Zdravotnická záchranná služba Zlínského kraje, příspěvková organizace","Suchá Loz"
"MUDr. Jiří Hořák","Sudoměřice"
"MUDr. Květuše Brožová","Sudoměřice u Tábora"
"TRANSSANITY, s.r.o.","Sulejovice"
"ASTER PHARMA s.r.o., Lékárna Šumavský dvůr","Sušice"
"MUDr. Josef Votípka","Sušice"
"MUDr. Jan Humplík, ortopedická ambulance","Sušice"
"MUDr. Věra Vlková","Sušice"
"MUDr. Jiřina Jakešová, odborná ambulance TBC a respiračních nemocí","Sušice"
"MUDr. Naděžda Ildžová, praktický zubní lékař","Sušice"
"MUD. Jana Lamborová , zubní ordinace","Sušice"
"MUDr. Vladimír Skočil","Sušice"
"MUDr. Václav Volf, praktické zubní lékařství","Sušice"
"Dagmar Melichová","Sušice"
"PaedDr. Jaroslava Svítilová, logopedická poradna","Sušice"
"MUDr. Marie Kellermannová, Zubní ordinace","Sušice"
"MUDr. Pavel Sysel, psychiatrická ambulance","Sušice"
"MUDr. David Toufar, oční ambulance","Sušice"
"ASTER PHARMA s.r.o., Lékárna","Sušice"
"Zdravotnická záchranná služba Plzeňského kraje - výjezdové stanoviště Sušice","Sušice"
"MUDr. Kateřina Nová","Sušice"
"DIAKON spol. s r.o. - anesteziologické a resuscitační služby","Sušice"
"MUDr. Pavla Skrbková","Sušice"
"Urocentrum Klatovy s.r.o.","Sušice"
"Šárka Švelchová","Sušice"
"DZS Vimperk, s.r.o.","Sušice"
"MUDr. Tereza Mašková","Sušice"
"DERMIS CENTRUM, s.r.o.","Sušice"
"MUDr. Olga Nikodemová, ordinace praktického lékaře","Sušice"
"MUDr. Eva Jandová, praktický lékař pro dospělé","Sušice"
"MDDr. Lukáš Kohout","Sušice"
"GASTRO JeKa, s.r.o.","Sušice"
"Ženská poradna MUDr. Kožnar, s.r.o.","Sušice"
"Urologie Klatovy s.r.o.","Sušice"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Sušice"
"MUDr. Iva Haladová, diabetologická a interní ambulance","Sušice"
"Chirurgie a radiologie Sušice s.r.o.","Sušice"
"MDDr. Karel Fišer","Sušice"
"PROMEDIKON, s.r.o.","Sušice"
"MUDr. Michal Svoboda","Sušice"
"dioptra optik s.r.o.","Sušice"
"Tereza Achsová, DiS.","Sušice"
"ASTER PHARMA, spol. s r.o., Lékárna Galenos","Sušice"
"ORL Ordinace MUDr. Vojta s.r.o.","Sušice"
"MUDr. Ivana Vycpálková s.r.o.","Sušice"
"Váš nefrolog s.r.o.","Sušice"
"MUDr. Jana Klečková","Sušice"
"Všeobecný lékař s.r.o.","Sušice"
"Michaela Pousková","Sušice"
"Sušická nemocnice s.r.o., rentgenová a sonografická vyšetření","Sušice"
"Sušická nemocnice s.r.o.","Sušice"
"Sociální služby Města Sušice, příspěvková organizace","Sušice"
"Gynekologie Strakovi s.r.o.","Sušice"
"Eva Krůsová, DiS.","Sušice"
"Dům klidného stáří, spol. s r.o., LDN","Svatava"
"MUDr. Naděžda Pavlíčková","Svatobořice-Mistřín"
"MUDr. Markéta Fischerová","Svatobořice-Mistřín"
"SWISSPHARMA, spol. s r.o. , OOVL - L. Na městečku","Svatobořice-Mistřín"
"MUDr. Evžen Malý","Svatobořice-Mistřín"
"MUDr. Miroslava Neduchalová, s.r.o.","Svatobořice-Mistřín"
"Mgr. PETR KOZOHORSKÝ","Svaté Pole"
"MUDr. KRISTINA MARKOVÁ","Svatý Jan"
"MUDr. Pavel Hromádka","Sviadnov"
"MUDr. Jaroslav Dobrovolný","Svitavy"
"Alenka Michalíková","Svitavy"
"Marie Taberyová","Svitavy"
"Květuše Králová","Svitavy"
"MUDr. Jiří Hájek","Svitavy"
"MUDr. Renáta Vrbová","Svitavy"
"MUDr. Petr Třeštík","Svitavy"
"MUDR.CHLAŇ,VŠEOBECNÝ LÉKAŘ","Svitavy"
"MUDr. Jan Škorpík","Svitavy"
"MUDr. Vítězslav Podivínský","Svitavy"
"MUDr. Petr Richter, gynekologie a porodnictví","Svitavy"
"MUDr. Blanka Mrvíková","Svitavy"
"MUDr. Aleš Reif","Svitavy"
"MUDr. Blanka Pokorná, pediatr, alergolog","Svitavy"
"MUDr. Libor Sychra","Svitavy"
"MUDr. Mirka Fialová","Svitavy"
"MUDr. Vrba, lékař","Svitavy"
"Mgr. Libor Troneček, klinická psychologie","Svitavy"
"Robert Strachota, zubní laboratoř","Svitavy"
"MUDr. Jaromír Báča","Svitavy"
"MUDr. Radomír Sedláček","Svitavy"
"MUDr. Věra Portešová","Svitavy"
"MUDr. Ivana Dostálová","Svitavy"
"MUDr. Vladimír Hrníčko","Svitavy"
"MUDr. Táňa Morávková","Svitavy"
"Dětské centrum Svitavy","Svitavy"
"MUDr. Jaroslav Martínek","Svitavy"
"LEBO, s.r.o., Zelená lékárna","Svitavy"
"MUDr. Pavel Vacovský","Svitavy"
"Multiscan s.r.o.","Svitavy"
"Daniela Šrajbrová, zubní laboratoř","Svitavy"
"INMED s.r.o.","Svitavy"
"Aleš Slouka, zubní laboratoř","Svitavy"
"Zdravotnická záchranná služba Pardubického kraje, Územní odbor Svitavy","Svitavy"
"MUDr. Alena Klugová","Svitavy"
"S-DENTES s.r.o.","Svitavy"
"Kamila Vyleťalová, stomatologická laboratoř","Svitavy"
"INFINMED s.r.o.","Svitavy"
"MUDr. Zdeňka Kovářová","Svitavy"
"REHIZ s.r.o.","Svitavy"
"Rehabilitace TEMPO s.r.o.","Svitavy"
"EB - LEK s.r.o., Lékárna Paracelsus","Svitavy"
"Rehabilitace TEMPO s.r.o.","Svitavy"
"Tomanová lékárny s.r.o., Nová lékárna","Svitavy"
"Miloslav Otava, oční optika","Svitavy"
"EB - LEK s.r.o., Lékárna na Hraniční","Svitavy"
"Středisko očkování a cestovního lékařství s.r.o.","Svitavy"
"SYDENT s.r.o.","Svitavy"
"MUDr. Pavel Horák s.r.o.","Svitavy"
"Rehabilitace Anička s.r.o.","Svitavy"
"Iva Janíčková, oční optika","Svitavy"
"MUDr. Marie Chadimová","Svitavy"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Svitavy"
"MUDr. Ivana Kolísková s.r.o.","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, praktický lékař pro dospělé","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, praktický lékař pro dospělé","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, rehabilitace","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, hematologie a transfuzní lékařství","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, Oddělení psychiatrie a psychoterapie","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, Lékárna, Odborné ambulance","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice","Svitavy"
"Nemocnice Pardubického kraje, a.s., Litomyšlská nemocnice, radiologie","Svitavy"
"MDDr. Petr Sládek","Svitavy"
"ZDRAVÍ - PLUS s.r.o.","Svitavy"
"Nemocnice Pardubického kraje, a.s., Svitavská nemocnice, zdravotnická dopravní služba","Svitavy"
"REHAMACHO s.r.o.","Svitavy"
"ČESKÁ LÉKÁRNA HOLDING, a.s., Dr. Max Lékárna","Svitavy"
"MC Salve s.r.o.","Svitavy"
"AMBULANCE KLINICKÉ LOGOPEDIE s.r.o.","Svitavy"
"INMED s. r. o.","Svitavy"
"MUDr. Rastislav Šušol","Svitavy"
"Bc. Lucie Přikrylová","Svitavy"
"MUDr. Petr Doležal s.r.o.","Svitavy"
"MUDr. Petr Doležal s.r.o.","Svitavy"
"Bc. Klára Švancarová","Svitavy"
"MUDr. Olga Šauerová","Svitavy"
"GERIA, spol. s r.o.","Svitavy"
"Mgr. MARIE MRÁZKOVÁ","Svitavy"
"MUDr. Antonín Polách s.r.o.","Svitavy"
"Psychologická praxe P&K s.r.o.","Svitavy"
"SVITDENT s.r.o.","Svitavy"
"PRAKTIK SVITAVY s.r.o.","Svitavy"
"ODBORNÁ PORADNA MUDr. Hana Dynková s.r.o.","Svitavy"
"VÍT KOLÁŘ","Svitavy"
"Klinická biochemie Svitavy s.r.o.","Svitavy"
"Domov na rozcestí Svitavy","Svitavy"
"MUDr. Ivo Porteš","Svitavy"
"Medical Admin s.r.o.","Svitavy"
"MUDr. Igor Homola s.r.o.","Svitavy"
"OFTAPRIM, s.r.o.","Svitavy"
"Marta Kubová","Svitavy"
"MUDrych s.r.o.","Svitavy"
"Seniorcentrum města Svitavy s.r.o.","Svitavy"
"Oftex, s.r.o.","Svitavy"
"Gynekologie Svitavy s.r.o.","Svitavy"
